Chrom	Start	End	Bailey	C431	C99R	CC41	CC477	CC812	Florida07	GA12Y	GPNCWS17	Georganic	IAC322	ICG1471	Lariat	Marc1	NC94022	NMVal.1	NMVal.2	TifNV	York
chr14	61940000	61950000	2	2	2	2	1	2	2	2	0	0	2	2	2	2	1	2	2	2	0
chr14	61950000	61960000	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	1	0	0	0
chr14	61960000	61970000	0	0	1	0	0	0	0	0	0	0	0	3	0	0	4	1	0	0	1
chr14	61970000	61980000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr14	61980000	61990000	1	1	1	1	1	1	1	0	0	0	1	2	1	1	1	2	1	1	0
chr14	61990000	62000000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
chr14	62000000	62010000	5	5	5	5	5	5	5	5	0	0	5	4	5	5	1	3	5	5	0
chr14	62010000	62020000	1	1	1	1	1	3	1	2	0	0	1	3	1	1	1	1	1	1	0
chr14	62020000	62030000	2	2	2	2	2	2	2	2	0	0	2	4	2	2	3	2	1	2	0
chr14	62030000	62040000	3	3	3	3	3	3	3	2	0	0	3	4	3	3	0	6	3	3	0
chr14	62040000	62050000	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0
chr14	62050000	62060000	2	2	2	2	2	2	2	2	1	0	2	3	2	2	1	6	2	2	1
chr14	62060000	62070000	3	3	3	3	3	3	3	3	0	0	3	7	3	3	4	5	3	3	0
chr14	62070000	62080000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
chr14	62080000	62090000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	2	5	1	1	0
chr14	62090000	62100000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
chr14	62100000	62110000	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1
chr14	62110000	62120000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
chr14	62120000	62130000	4	4	4	4	4	4	4	0	0	0	4	5	4	4	1	7	4	4	0
chr14	62130000	62140000	2	2	2	2	2	2	2	2	2	2	2	4	2	2	4	4	2	2	2
chr14	62140000	62150000	3	3	3	3	3	3	3	3	0	0	3	3	3	3	1	1	3	3	0
chr14	62150000	62160000	1	1	1	1	1	2	1	1	0	0	1	4	1	1	1	2	1	1	0
chr14	62160000	62170000	4	5	5	5	4	4	5	4	0	0	4	5	4	4	4	6	4	4	0
chr14	62170000	62180000	3	3	4	3	3	3	3	3	0	0	3	3	3	3	1	4	3	3	0
chr14	62180000	62190000	1	1	1	1	1	2	1	1	0	0	1	8	1	1	5	6	1	1	0
chr14	62190000	62200000	1	1	1	1	1	1	1	1	0	0	1	6	1	1	2	4	1	1	0
chr14	62200000	62210000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	3	3	1	1	0
chr14	62210000	62220000	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0
chr14	62220000	62230000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0
chr14	62230000	62240000	2	2	2	2	2	2	2	2	1	0	2	3	2	2	3	7	2	2	1
chr14	62240000	62250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr14	62250000	62260000	1	2	1	1	1	1	1	1	0	0	1	2	1	1	1	5	1	1	0
chr14	62260000	62270000	1	1	1	1	1	1	1	0	0	0	1	2	1	1	2	3	1	1	0
chr14	62270000	62280000	2	2	2	2	2	2	2	1	1	1	2	4	2	2	2	6	2	2	1
chr14	62280000	62290000	1	1	1	1	1	1	1	0	0	0	1	3	1	1	1	1	1	1	0
chr14	62290000	62300000	4	4	4	4	4	4	4	0	0	0	4	5	4	4	4	5	4	4	0
chr14	62300000	62310000	1	1	1	1	1	1	1	0	0	0	1	4	1	1	1	5	1	1	0
chr14	62310000	62320000	2	2	2	2	2	3	2	2	1	2	2	4	2	2	2	2	2	2	1
chr14	62320000	62330000	2	2	2	2	2	2	2	0	0	0	2	3	2	2	1	3	2	2	0
chr14	62330000	62340000	2	2	2	2	2	2	2	0	0	0	2	2	2	2	1	2	2	2	0
chr14	62340000	62350000	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	3	1	1	0
chr14	62350000	62360000	6	5	5	6	5	5	5	0	1	0	5	9	5	5	7	7	6	5	1
chr14	62360000	62370000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	5	0	0	0
chr14	62370000	62380000	1	1	1	1	1	1	1	0	0	0	1	1	2	1	1	2	2	1	0
chr14	62380000	62390000	3	3	3	3	3	3	3	0	0	0	3	7	3	3	4	5	3	3	0
chr14	62390000	62400000	2	1	1	2	1	1	1	1	0	0	1	1	1	1	1	6	1	2	0
chr14	62400000	62410000	1	1	1	1	1	1	1	0	0	0	1	1	1	1	2	1	1	1	0
chr14	62410000	62420000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0
chr14	62420000	62430000	4	4	4	4	4	3	4	0	0	0	4	5	4	4	5	7	3	4	0
chr14	62430000	62440000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	4	0	0	0
chr14	62440000	62450000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	1	0
chr14	62450000	62460000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	3	2	1	1	0
chr14	62460000	62470000	2	2	2	2	2	2	2	2	0	0	2	6	2	3	1	4	2	2	0
chr14	62470000	62480000	2	2	2	2	2	2	2	2	0	0	2	2	2	2	1	2	2	2	0
chr14	62480000	62490000	4	4	4	4	4	4	4	4	0	0	4	3	4	4	4	5	4	4	0
chr14	62490000	62500000	3	3	3	4	3	3	3	3	0	0	3	5	3	3	3	7	4	3	0
chr14	62500000	62510000	3	3	3	3	3	3	3	3	0	0	3	3	3	3	4	3	3	3	0
chr14	62510000	62520000	2	2	2	2	2	2	2	1	0	0	2	5	2	2	3	8	2	2	0
chr14	62520000	62530000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	0	0	0
chr14	62530000	62540000	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	4	0	0	0
chr14	62540000	62550000	2	2	2	2	2	2	2	2	0	0	2	5	2	2	3	7	2	2	1
chr14	62550000	62560000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	13	0	0	0
chr14	62560000	62570000	4	4	4	4	4	4	4	4	2	0	4	5	4	4	6	8	4	4	2
chr14	62570000	62580000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	2	3	1	1	0
chr14	62580000	62590000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
chr14	62590000	62600000	2	2	2	2	2	1	2	2	0	0	2	1	2	2	1	1	2	2	0
chr14	62600000	62610000	1	2	2	1	2	1	2	2	0	0	2	2	2	2	2	3	1	2	0
chr14	62610000	62620000	2	2	2	2	2	2	2	2	1	1	2	6	2	2	1	5	2	2	1
chr14	62620000	62630000	2	1	1	2	1	1	1	1	0	0	1	4	1	1	0	3	2	1	0
chr14	62630000	62640000	1	1	1	1	1	1	1	1	0	0	1	4	1	1	2	3	1	1	0
chr14	62640000	62650000	4	4	4	4	4	4	4	4	1	0	4	4	4	4	3	8	4	4	1
chr14	62650000	62660000	3	3	3	3	3	3	3	3	0	0	3	8	3	3	1	6	3	3	0
chr14	62660000	62670000	2	2	2	2	2	2	2	2	0	0	2	3	2	2	2	2	2	2	0
chr14	62670000	62680000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0
chr14	62680000	62690000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	1	1	1	1	0
chr14	62690000	62700000	2	2	2	2	2	2	2	2	0	0	2	1	2	2	0	4	2	2	0
chr14	62700000	62710000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	4	1	1	0
chr14	62710000	62720000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	0	0	0
chr14	62720000	62730000	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1
chr14	62730000	62740000	2	2	2	2	2	2	2	0	0	0	2	5	2	2	2	4	2	2	0
chr14	62740000	62750000	4	4	4	4	4	4	4	0	0	0	4	5	4	4	3	5	4	4	0
chr14	62750000	62760000	2	2	2	2	2	2	2	0	0	0	2	3	2	2	4	5	2	2	0
chr14	62760000	62770000	1	1	1	1	1	2	1	0	0	0	1	4	1	1	1	3	1	1	1
chr14	62770000	62780000	0	1	1	0	1	1	1	1	1	1	1	4	1	1	3	4	1	1	1
chr14	62780000	62790000	2	2	2	2	2	3	2	1	1	1	2	5	2	2	2	3	2	2	1
chr14	62790000	62800000	8	8	8	8	8	8	8	2	2	2	8	15	8	8	6	7	8	8	2
chr14	62800000	62810000	3	3	3	3	3	3	3	1	1	1	3	4	3	3	4	3	3	3	1
chr14	62810000	62820000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
chr14	62820000	62830000	3	3	3	3	3	3	3	1	1	1	3	3	3	3	2	4	3	3	1
chr14	62830000	62840000	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1
chr14	62840000	62850000	3	3	3	3	3	3	3	0	0	0	3	3	3	3	4	6	3	3	0
chr14	62850000	62860000	2	2	2	2	2	2	2	0	0	0	2	2	2	2	0	2	2	2	0
chr14	62860000	62870000	1	1	1	1	1	1	1	0	0	0	1	2	1	1	1	4	1	1	0
chr14	62870000	62880000	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0
chr14	62880000	62890000	1	1	1	1	1	1	1	1	0	0	1	2	1	1	0	3	1	1	0
chr14	62890000	62900000	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0
chr14	62900000	62910000	2	2	2	2	2	2	2	2	0	0	2	1	2	2	0	3	3	2	0
chr14	62910000	62920000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	5	1	0	0
chr14	62920000	62930000	2	2	2	2	2	1	2	2	1	1	2	6	2	2	2	5	2	2	1
chr14	62930000	62940000	3	3	3	3	3	3	3	3	0	0	3	3	3	3	3	5	3	3	0
chr14	62940000	62950000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0
chr14	62950000	62960000	1	1	1	1	1	1	1	1	0	0	1	2	1	1	1	3	1	1	0
chr14	62960000	62970000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	1	5	1	1	0
chr14	62970000	62980000	1	1	1	1	1	1	1	0	0	0	1	2	1	1	1	1	1	1	0
chr14	62980000	62990000	2	2	2	2	2	2	2	2	0	0	2	4	2	2	3	4	2	2	1
chr14	62990000	63000000	2	1	1	2	1	1	1	1	0	0	1	4	1	1	3	3	3	1	0
chr14	63000000	63010000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	1	4	1	1	0
chr14	63010000	63020000	4	4	4	4	4	4	4	4	0	0	4	4	4	4	5	6	4	4	0
chr14	63020000	63030000	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	2	0	0	0
chr14	63030000	63040000	1	2	2	1	2	1	2	2	1	1	2	5	2	2	4	6	1	2	1
chr14	63040000	63050000	2	2	2	2	2	2	2	2	0	0	2	4	2	2	2	3	2	2	0
chr14	63050000	63060000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	1	0	1
chr14	63060000	63070000	1	1	1	1	1	1	1	1	0	0	1	5	2	1	0	4	1	1	0
chr14	63070000	63080000	2	2	2	2	2	3	2	2	1	0	2	4	2	2	2	4	2	2	2
chr14	63080000	63090000	3	3	3	3	3	3	3	3	0	0	3	1	3	3	1	2	3	3	0
chr14	63090000	63100000	2	2	2	2	2	2	2	2	0	0	2	5	2	2	2	4	2	2	0
chr14	63100000	63110000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0
chr14	63110000	63120000	3	3	3	3	3	3	3	3	0	0	3	5	3	3	4	3	3	3	0
chr14	63120000	63130000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr14	63130000	63140000	1	1	2	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0
chr14	63140000	63150000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	0	1	2	1	0
chr14	63150000	63160000	2	1	1	2	2	1	1	1	1	1	1	2	1	1	2	3	1	1	1
chr14	63160000	63170000	5	6	6	5	6	5	6	5	0	0	6	9	6	6	3	4	5	6	0
chr14	63170000	63180000	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	2	1	1	0
chr14	63180000	63190000	2	3	3	2	3	2	3	3	0	0	3	2	3	3	4	3	2	3	0
chr14	63190000	63200000	3	4	4	3	4	3	4	4	2	1	4	8	4	4	6	6	3	4	2
chr14	63200000	63210000	2	2	2	2	2	2	2	2	0	0	2	2	2	2	1	1	2	2	0
chr14	63210000	63220000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	6	0	0	0
chr14	63220000	63230000	4	4	4	4	4	4	4	4	1	1	4	5	4	4	4	4	4	4	1
chr14	63230000	63240000	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4
chr14	63240000	63250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63250000	63260000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63260000	63270000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63270000	63280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63280000	63290000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63290000	63300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63300000	63310000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63310000	63320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63320000	63330000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63330000	63340000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63340000	63350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63350000	63360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63360000	63370000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63370000	63380000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63380000	63390000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63390000	63400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63400000	63410000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63410000	63420000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63420000	63430000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63430000	63440000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63440000	63450000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63450000	63460000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63460000	63470000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63470000	63480000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63480000	63490000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63490000	63500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63500000	63510000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63510000	63520000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63520000	63530000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63530000	63540000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63540000	63550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63550000	63560000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63560000	63570000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63570000	63580000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63580000	63590000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63590000	63600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63600000	63610000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63610000	63620000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63620000	63630000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63630000	63640000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63640000	63650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63650000	63660000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63660000	63670000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63670000	63680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63680000	63690000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63690000	63700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63700000	63710000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63710000	63720000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63720000	63730000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63730000	63740000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63740000	63750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	63750000	63760000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	3	0	0	0
chr14	63760000	63770000	2	2	2	2	2	2	2	2	0	0	2	2	2	2	1	7	2	2	0
chr14	63770000	63780000	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	3	2	2	0
chr14	63780000	63790000	2	2	2	2	2	3	2	2	0	0	2	3	2	2	3	5	2	2	0
chr14	63790000	63800000	7	6	7	7	6	6	5	6	1	1	6	8	6	6	6	4	8	6	1
chr14	63800000	63810000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	4	2	1	0
chr14	63810000	63820000	4	4	4	4	4	4	4	4	0	0	4	2	4	4	2	2	4	4	0
chr14	63820000	63830000	3	3	3	3	3	3	3	3	0	0	3	2	3	3	1	2	3	3	0
chr14	63830000	63840000	1	1	1	1	1	1	1	1	0	0	1	2	1	1	1	4	1	1	0
chr14	63840000	63850000	3	3	3	3	3	3	3	3	0	0	3	1	3	3	0	0	3	3	0
chr14	63850000	63860000	2	2	2	2	2	2	2	2	0	0	2	9	2	2	5	7	2	2	0
chr14	63860000	63870000	3	3	3	3	3	3	3	3	0	0	3	4	4	3	1	5	3	3	0
chr14	63870000	63880000	2	2	2	2	2	2	2	2	0	0	2	4	2	2	3	1	2	2	0
chr14	63880000	63890000	2	2	2	2	2	2	2	2	0	0	2	2	2	2	0	2	2	2	0
chr14	63890000	63900000	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0
chr14	63900000	63910000	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	5	0	0	0
chr14	63910000	63920000	2	2	2	2	2	1	2	2	1	1	2	4	2	2	3	3	2	2	1
chr14	63920000	63930000	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	0
chr14	63930000	63940000	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	3	2	0	0
chr14	63940000	63950000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0
chr14	63950000	63960000	3	3	3	3	3	3	3	3	0	0	3	1	3	3	1	2	2	3	0
chr14	63960000	63970000	3	3	3	3	3	3	3	3	0	0	3	5	3	3	2	6	3	3	0
chr14	63970000	63980000	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0
chr14	63980000	63990000	4	4	4	4	4	4	4	4	0	0	4	4	4	4	1	2	4	4	0
chr14	63990000	64000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
chr14	64000000	64010000	1	1	1	1	1	1	1	1	0	0	1	4	1	1	5	6	1	1	0
chr14	64010000	64020000	1	1	1	1	1	1	1	0	0	0	1	3	1	1	4	2	1	1	0
chr14	64020000	64030000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0
chr14	64030000	64040000	2	2	2	2	2	2	2	0	0	0	2	2	2	2	2	3	2	2	0
chr14	64040000	64050000	3	3	3	3	3	3	3	1	0	0	3	5	3	3	3	6	3	3	0
chr14	64050000	64060000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr14	64060000	64070000	2	2	2	2	2	2	2	0	0	0	2	6	2	2	2	5	2	2	0
chr14	64070000	64080000	2	2	2	2	2	2	2	0	0	0	2	4	2	2	4	6	2	2	0
chr14	64080000	64090000	4	4	4	4	5	4	4	1	1	1	4	4	4	4	5	7	4	5	1
chr14	64090000	64100000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr14	64100000	64110000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
chr14	64110000	64120000	5	5	5	5	5	5	5	5	0	0	5	4	5	5	2	3	5	5	0
chr14	64120000	64130000	3	3	3	3	3	3	4	3	0	0	3	3	3	4	1	3	3	3	0
chr14	64130000	64140000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0
chr14	64140000	64150000	3	3	3	3	3	3	3	3	0	0	3	4	3	3	3	8	3	3	0
chr14	64150000	64160000	1	1	1	1	1	1	1	1	0	0	1	4	1	1	3	4	1	1	0
chr14	64160000	64170000	3	3	3	3	3	3	3	4	0	0	3	4	3	3	3	3	3	3	0
chr14	64170000	64180000	2	2	2	2	2	2	2	2	0	0	2	2	2	2	1	4	2	2	0
chr14	64180000	64190000	3	3	3	3	3	3	3	3	0	0	3	3	3	3	2	5	3	3	0
chr14	64190000	64200000	7	7	7	7	4	7	7	2	1	1	6	2	7	7	3	7	3	7	1
chr14	64200000	64210000	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0
chr14	64210000	64220000	5	5	5	5	5	5	5	5	1	0	5	9	5	5	5	7	5	5	1
chr14	64220000	64230000	2	2	2	2	2	2	2	2	0	0	2	3	2	2	2	2	2	2	0
chr14	64230000	64240000	2	2	2	2	2	2	2	2	0	0	2	3	2	2	0	1	2	2	0
chr14	64240000	64250000	4	4	4	4	4	4	4	4	1	1	4	4	4	4	2	3	4	4	1
chr14	64250000	64260000	2	2	2	2	2	2	2	2	0	0	2	4	2	2	3	6	2	2	0
chr14	64260000	64270000	2	2	2	2	2	2	2	2	0	0	2	3	2	2	3	4	2	2	0
chr14	64270000	64280000	5	5	5	5	5	5	4	5	1	1	5	5	4	5	3	4	5	5	1
chr14	64280000	64290000	2	2	2	2	2	2	2	2	0	0	2	5	2	2	3	4	2	2	0
chr14	64290000	64300000	4	4	4	4	4	4	4	4	1	1	4	6	4	4	3	3	5	4	1
chr14	64300000	64310000	2	2	2	2	2	2	2	2	0	0	2	6	2	2	1	9	2	2	0
chr14	64310000	64320000	0	0	0	0	0	0	1	0	0	0	0	5	0	0	3	4	0	0	0
chr14	64320000	64330000	2	2	2	2	2	5	2	0	1	1	2	3	2	2	1	6	3	2	1
chr14	64330000	64340000	1	2	2	1	1	1	2	1	0	0	2	1	2	2	3	3	1	2	0
chr14	64340000	64350000	4	4	4	4	4	4	4	0	0	0	4	3	4	4	2	4	4	4	0
chr14	64350000	64360000	3	2	2	3	2	2	2	0	0	0	2	4	2	2	4	4	2	2	0
chr14	64360000	64370000	3	3	3	3	3	3	3	3	0	0	3	4	3	3	3	5	3	3	0
chr14	64370000	64380000	2	2	2	2	2	2	2	2	1	0	2	6	2	2	1	3	1	2	1
chr14	64380000	64390000	1	1	1	1	1	1	1	1	0	0	1	2	1	1	2	3	1	1	0
chr14	64390000	64400000	5	5	5	5	5	5	5	5	3	3	5	6	5	5	5	4	5	5	3
chr14	64400000	64410000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0
chr14	64410000	64420000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
chr14	64420000	64430000	1	1	1	1	1	1	1	0	0	0	1	2	1	1	1	2	1	1	0
chr14	64430000	64440000	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	0
chr14	64440000	64450000	2	2	2	2	2	2	2	0	0	0	2	0	2	2	4	0	2	2	0
chr14	64450000	64460000	2	2	2	2	2	2	2	0	0	0	2	4	2	2	1	4	2	2	0
chr14	64460000	64470000	3	3	3	3	3	3	3	0	0	0	3	3	3	3	0	6	4	3	0
chr14	64470000	64480000	1	1	1	1	1	1	1	0	1	1	1	3	1	1	2	4	1	1	1
chr14	64480000	64490000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
chr14	64490000	64500000	1	0	0	1	0	0	0	0	0	0	0	5	0	0	1	9	1	0	0
chr14	64500000	64510000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr14	64510000	64520000	1	1	1	1	1	1	1	0	0	0	1	2	1	1	2	3	1	1	0
chr14	64520000	64530000	3	3	3	3	3	3	3	0	0	0	3	3	3	3	4	19	3	3	0
chr14	64530000	64540000	3	3	3	3	3	3	3	0	0	0	3	5	3	3	2	4	3	3	0
chr14	64540000	64550000	2	2	2	2	2	2	2	0	0	0	2	5	2	2	4	7	2	2	0
chr14	64550000	64560000	2	2	2	2	2	2	2	0	0	0	2	3	2	2	0	2	2	2	0
chr14	64560000	64570000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
chr14	64570000	64580000	3	3	3	3	3	4	3	0	0	0	3	5	3	3	3	2	3	3	0
chr14	64580000	64590000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
chr14	64590000	64600000	7	7	7	7	7	9	7	4	3	3	7	9	7	7	9	8	7	7	3
chr14	64600000	64610000	1	1	1	1	1	1	1	0	0	0	1	2	1	1	3	6	1	1	0
chr14	64610000	64620000	4	4	4	4	4	4	4	1	1	1	4	2	4	4	4	4	4	4	1
chr14	64620000	64630000	2	2	2	2	2	2	2	0	0	0	2	0	2	2	1	1	2	2	0
chr14	64630000	64640000	5	5	5	5	5	5	5	1	1	1	5	10	5	5	5	4	6	6	1
chr14	64640000	64650000	5	5	5	5	5	5	5	0	0	0	5	5	5	5	3	5	5	5	0
chr14	64650000	64660000	5	5	5	5	5	5	5	0	1	0	5	3	5	5	4	3	5	5	1
chr14	64660000	64670000	3	3	3	3	3	3	3	0	0	0	3	4	3	3	6	6	3	3	0
chr14	64670000	64680000	2	2	2	2	2	2	2	0	0	0	2	2	2	2	3	3	2	2	0
chr14	64680000	64690000	1	1	1	1	2	1	1	1	0	0	2	3	1	1	2	4	1	1	0
chr14	64690000	64700000	2	2	2	2	2	3	2	2	0	0	2	5	2	2	2	5	2	2	0
chr14	64700000	64710000	5	5	5	5	5	6	5	5	0	0	5	6	5	5	4	7	5	5	0
